accession,sample_id,location,pipeline,Archaea Candidatus_Diapherotrites,Archaea Candidatus_Micrarchaeota,Archaea Candidatus_Nanohaloarchaeota,Archaea Candidatus_Verstraetearchaeota,Archaea Crenarchaeota,Archaea Euryarchaeota,Archaea Nanoarchaeota,Archaea Thaumarchaeota,Bacteria Acidobacteria,Bacteria Actinobacteria,Bacteria Aquificae,Bacteria Armatimonadetes,Bacteria Bacteroidetes,Bacteria Balneolaeota,Bacteria Caldiserica,Bacteria Calditrichaeota,Bacteria Candidatus_Abawacabacteria,Bacteria Candidatus_Adlerbacteria,Bacteria Candidatus_Amesbacteria,Bacteria Candidatus_Aminicenantes,Bacteria Candidatus_Atribacteria,Bacteria Candidatus_Azambacteria,Bacteria Candidatus_Beckwithbacteria,Bacteria Candidatus_Berkelbacteria,Bacteria Candidatus_Blackburnbacteria,Bacteria Candidatus_Brennerbacteria,Bacteria Candidatus_Buchananbacteria,Bacteria Candidatus_Campbellbacteria,Bacteria Candidatus_Chisholmbacteria,Bacteria Candidatus_Cloacimonetes,Bacteria Candidatus_Collierbacteria,Bacteria Candidatus_Colwellbacteria,Bacteria Candidatus_Curtissbacteria,Bacteria Candidatus_Daviesbacteria,Bacteria Candidatus_Doudnabacteria,Bacteria Candidatus_Edwardsbacteria,Bacteria Candidatus_Falkowbacteria,Bacteria Candidatus_Fermentibacteria,Bacteria Candidatus_Giovannonibacteria,Bacteria Candidatus_Gottesmanbacteria,Bacteria Candidatus_Gracilibacteria,Bacteria Candidatus_Harrisonbacteria,Bacteria Candidatus_Hydrogenedentes,Bacteria Candidatus_Jorgensenbacteria,Bacteria Candidatus_Kaiserbacteria,Bacteria Candidatus_Kerfeldbacteria,Bacteria Candidatus_Komeilibacteria,Bacteria Candidatus_Kuenenbacteria,Bacteria Candidatus_Latescibacteria,Bacteria Candidatus_Levybacteria,Bacteria Candidatus_Liptonbacteria,Bacteria Candidatus_Lloydbacteria,Bacteria Candidatus_Magasanikbacteria,Bacteria Candidatus_Marinimicrobia,Bacteria Candidatus_Melainabacteria,Bacteria Candidatus_Microgenomates,Bacteria Candidatus_Moranbacteria,Bacteria Candidatus_Nealsonbacteria,Bacteria Candidatus_Nomurabacteria,Bacteria Candidatus_Omnitrophica,Bacteria Candidatus_Pacebacteria,Bacteria Candidatus_Parcubacteria,Bacteria Candidatus_Peregrinibacteria,Bacteria Candidatus_Portnoybacteria,Bacteria Candidatus_Raymondbacteria,Bacteria Candidatus_Roizmanbacteria,Bacteria Candidatus_Saccharibacteria,Bacteria Candidatus_Shapirobacteria,Bacteria Candidatus_Spechtbacteria,Bacteria Candidatus_Staskawiczbacteria,Bacteria Candidatus_Terrybacteria,Bacteria Candidatus_Uhrbacteria,Bacteria Candidatus_Veblenbacteria,Bacteria Candidatus_Vogelbacteria,Bacteria Candidatus_Wildermuthbacteria,Bacteria Candidatus_Woesebacteria,Bacteria Candidatus_Wolfebacteria,Bacteria Candidatus_Woykebacteria,Bacteria Candidatus_Yanofskybacteria,Bacteria Candidatus_Yonathbacteria,Bacteria Candidatus_Zambryskibacteria,Bacteria Chlamydiae,Bacteria Chlorobi,Bacteria Chloroflexi,Bacteria Chrysiogenetes,Bacteria Cyanobacteria,Bacteria Deferribacteres,Bacteria Deinococcus-Thermus,Bacteria Dictyoglomi,Bacteria Elusimicrobia,Bacteria Fibrobacteres,Bacteria Firmicutes,Bacteria Fusobacteria,Bacteria Gemmatimonadetes,Bacteria Ignavibacteriae,Bacteria Kiritimatiellaeota,Bacteria Lentisphaerae,Bacteria Nitrospinae,Bacteria Nitrospirae,Bacteria Planctomycetes,Bacteria Proteobacteria,Bacteria Rhodothermaeota,Bacteria Spirochaetes,Bacteria Synergistetes,Bacteria Tenericutes,Bacteria Thermodesulfobacteria,Bacteria Thermotogae,Bacteria Verrucomicrobia,Bacteria candidate_division_CPR1,Bacteria candidate_division_CPR3,Bacteria candidate_division_NC10,Bacteria candidate_division_WWE3,Eukaryota Annelida,Eukaryota Apicomplexa,Eukaryota Arthropoda,Eukaryota Ascomycota,Eukaryota Bacillariophyta,Eukaryota Basidiomycota,Eukaryota Blastocladiomycota,Eukaryota Chlorophyta,Eukaryota Chordata,Eukaryota Chromerida,Eukaryota Chytridiomycota,Eukaryota Cnidaria,Eukaryota Cryptomycota,Eukaryota Entoprocta,Eukaryota Euglenida,Eukaryota Eustigmatophyceae,Eukaryota Gastrotricha,Eukaryota Haplosporidia,Eukaryota Microsporidia,Eukaryota Mollusca,Eukaryota Mucoromycota,Eukaryota Nematoda,Eukaryota Phaeophyceae,Eukaryota Picozoa,Eukaryota Platyhelminthes,Eukaryota Porifera,Eukaryota Rotifera,Eukaryota Streptophyta,Eukaryota Tardigrada,Eukaryota Xenacoelomorpha,Eukaryota Zoopagomycota,Archaea Parvarchaeota,Bacteria AC1,Bacteria BRC1,Bacteria Caldithrix,Bacteria EM3,Bacteria FBP,Bacteria FCPU426,Bacteria GAL15,Bacteria GN02,Bacteria GN04,Bacteria H-178,Bacteria Hyd24-12,Bacteria KSB3,Bacteria Kazan-3B-28,Bacteria LCP-89,Bacteria LD1,Bacteria MVP-21,Bacteria MVS-104,Bacteria NC10,Bacteria NKB19,Bacteria OC31,Bacteria OD1,Bacteria OP1,Bacteria OP11,Bacteria OP3,Bacteria OP8,Bacteria OP9,Bacteria OctSpA1-106,Bacteria SAR406,Bacteria SBR1093,Bacteria SC4,Bacteria SR1,Bacteria TA06,Bacteria TM6,Bacteria TM7,Bacteria TPD-58,Bacteria Thermi,Bacteria WPS-2,Bacteria WS1,Bacteria WS2,Bacteria WS3,Bacteria WS4,Bacteria WS5,Bacteria WS6,Bacteria WWE1,Bacteria ZB3
MGYA00216483,ERR1725951,Brazil,4.1,0.0,0.0,0.0,0.0,1,164,0.0,4.0,361,350,0,9,2810,0.0,39,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,2.0,7.0,2.0,2.0,0.0,29.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,4.0,2.0,0.0,0.0,7.0,1.0,0.0,8.0,0.0,2.0,0.0,16.0,0.0,34.0,4.0,19.0,3.0,3.0,0.0,0.0,5.0,23.0,13.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,40,0,160,0,64,6,0.0,0,19,14,8253,88,1,31.0,183.0,50,0.0,23,25,13952,0.0,312,250,221,0.0,1,209,0.0,0.0,0.0,2.0,0.0,8.0,12.0,16.0,0.0,2.0,0.0,4.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,39.0,0.0,0.0,11.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216484,ERR1713351,Denmark,4.1,0.0,0.0,0.0,0.0,0,119,0.0,0.0,44,1850,0,0,4720,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,10.0,0.0,1.0,1.0,15.0,0.0,2.0,0.0,12.0,0.0,9.0,0.0,0.0,8.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,1,172,0,6,0,4.0,0,4,10,15047,2184,2,71.0,33.0,6,0.0,3,20,16212,1.0,31,51,288,0.0,0,257,0.0,0.0,0.0,0.0,1.0,0.0,22.0,29.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,22.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216486,ERR2592280,USA,4.1,0.0,0.0,0.0,0.0,0,85,0.0,0.0,29,889,0,1,2016,0.0,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,20,1,58,0,17,4,0.0,0,2,6,14267,1374,34,13.0,35.0,2,0.0,12,23,16011,0.0,78,243,123,0.0,1,184,0.0,0.0,0.0,0.0,0.0,0.0,12.0,36.0,0.0,4.0,0.0,6.0,4.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,0.0,0.0,0.0,0.0,9.0,43.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216487,ERR1713369,Kenya,4.1,0.0,0.0,0.0,0.0,0,589,0.0,0.0,124,2263,0,2,4827,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,0.0,5.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,2.0,35.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,10,2,221,0,16,0,0.0,0,1,14,21681,1632,32,10.0,113.0,6,0.0,5,36,30558,0.0,112,442,329,1.0,0,452,0.0,0.0,0.0,0.0,0.0,0.0,72.0,325.0,0.0,17.0,0.0,8.0,31.0,0.0,19.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,609.0,4.0,0.0,0.0,0.0,20.0,230.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216488,ERR1713388,Serbia,4.1,0.0,0.0,0.0,0.0,0,135,0.0,0.0,28,1203,0,1,3810,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,25,0,8,0,1.0,0,0,3,14927,1175,3,2.0,15.0,3,0.0,6,22,24793,0.0,7,61,250,0.0,0,308,0.0,0.0,0.0,0.0,1.0,0.0,132.0,56.0,0.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,279.0,0.0,0.0,0.0,1.0,27.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216489,ERR1713355,Ethiopia,4.1,0.0,0.0,0.0,0.0,0,381,0.0,0.0,50,3862,0,1,2968,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,32.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,113,0,29,0,1.0,0,5,18,32372,18566,50,11.0,28.0,9,0.0,5,30,44984,0.0,40,460,537,0.0,1,259,0.0,0.0,0.0,0.0,11.0,1.0,266.0,242.0,0.0,7.0,0.0,5.0,4.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,305.0,2.0,0.0,0.0,0.0,2.0,85.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216490,ERR1713352,Ecuador,4.1,0.0,0.0,0.0,0.0,0,20,0.0,0.0,39,362,1,0,72114,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,16,0,29,0,1.0,0,0,1,1525,1863,3,16.0,4.0,0,0.0,24,2,65846,0.0,6,42,42,0.0,0,46,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216491,ERR2592263,Macedonia,4.1,0.0,0.0,0.0,0.0,0,65,0.0,0.0,12,602,0,0,5017,0.0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,34,0,11,0,0.0,0,0,37,10513,3915,3,4.0,18.0,2,0.0,2,10,18802,0.0,26,69,193,0.0,4,217,0.0,0.0,0.0,0.0,0.0,0.0,12.0,23.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,22.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216492,ERR1725942,Australia,4.1,0.0,0.0,0.0,0.0,0,210,0.0,0.0,77,3292,0,10,3670,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,17,153,0,15,0,0.0,0,1,8,44062,7549,152,11.0,20.0,0,1.0,5,67,40994,0.0,18,372,321,0.0,0,365,0.0,0.0,0.0,4.0,0.0,0.0,10.0,126.0,0.0,2.0,0.0,19.0,5.0,0.0,0.0,0.0,32.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,232.0,0.0,0.0,0.0,0.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216493,ERR2592245,Australia,4.1,0.0,0.0,0.0,0.0,0,14,0.0,0.0,39,297,0,6,4419,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,16,18,0,0,2,0.0,0,2,2,2148,591,4,3.0,6.0,0,1.0,2,3,23769,0.0,2,50,27,0.0,0,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216494,ERR1725992,Malta,4.1,0.0,0.0,0.0,0.0,0,42,0.0,0.0,59,595,0,17,8374,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,0.0,0.0,6.0,0.0,6.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,78,0,8,1,4.0,0,5,4,10601,2928,4,14.0,569.0,24,0.0,2,37,60763,0.0,14,1232,294,0.0,1,276,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216495,ERR1725945,Austria,4.1,0.0,0.0,0.0,0.0,0,36,0.0,1.0,32,1256,0,0,4870,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,12,0,7,0,2.0,0,0,6,13875,928,5,2.0,11.0,6,0.0,4,14,16978,0.0,2,48,174,0.0,0,240,0.0,0.0,0.0,0.0,0.0,0.0,5.0,102.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,19.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216496,ERR1713334,Austria,4.1,0.0,0.0,0.0,0.0,0,49,0.0,0.0,36,1346,0,0,5433,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,0,22,0,15,0,7.0,0,0,3,17056,1034,2,1.0,6.0,12,0.0,7,16,19690,0.0,5,68,215,0.0,0,263,0.0,0.0,0.0,0.0,0.0,1.0,5.0,76.0,0.0,3.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,42.0,1.0,0.0,0.0,0.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216497,ERR2592265,Nigeria,4.1,0.0,0.0,0.0,0.0,3,441,0.0,4.0,78,1219,0,5,917,0.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,79,2,335,0,24,0,0.0,0,9,9,8147,135,4,12.0,133.0,6,0.0,1,46,7215,0.0,41,627,97,0.0,1,583,0.0,0.0,0.0,0.0,0.0,5.0,111.0,43.0,0.0,7.0,2.0,10.0,3.0,0.0,1.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,174.0,0.0,0.0,21.0,0.0,8.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
