accession,sample_id,location,pipeline,Archaea Candidatus_Diapherotrites,Archaea Candidatus_Micrarchaeota,Archaea Candidatus_Nanohaloarchaeota,Archaea Candidatus_Verstraetearchaeota,Archaea Crenarchaeota,Archaea Euryarchaeota,Archaea Nanoarchaeota,Archaea Thaumarchaeota,Bacteria Acidobacteria,Bacteria Actinobacteria,Bacteria Aquificae,Bacteria Armatimonadetes,Bacteria Bacteroidetes,Bacteria Balneolaeota,Bacteria Caldiserica,Bacteria Calditrichaeota,Bacteria Candidatus_Abawacabacteria,Bacteria Candidatus_Adlerbacteria,Bacteria Candidatus_Amesbacteria,Bacteria Candidatus_Aminicenantes,Bacteria Candidatus_Atribacteria,Bacteria Candidatus_Azambacteria,Bacteria Candidatus_Beckwithbacteria,Bacteria Candidatus_Berkelbacteria,Bacteria Candidatus_Blackburnbacteria,Bacteria Candidatus_Brennerbacteria,Bacteria Candidatus_Buchananbacteria,Bacteria Candidatus_Campbellbacteria,Bacteria Candidatus_Chisholmbacteria,Bacteria Candidatus_Cloacimonetes,Bacteria Candidatus_Collierbacteria,Bacteria Candidatus_Colwellbacteria,Bacteria Candidatus_Curtissbacteria,Bacteria Candidatus_Daviesbacteria,Bacteria Candidatus_Doudnabacteria,Bacteria Candidatus_Edwardsbacteria,Bacteria Candidatus_Falkowbacteria,Bacteria Candidatus_Fermentibacteria,Bacteria Candidatus_Giovannonibacteria,Bacteria Candidatus_Gottesmanbacteria,Bacteria Candidatus_Gracilibacteria,Bacteria Candidatus_Harrisonbacteria,Bacteria Candidatus_Hydrogenedentes,Bacteria Candidatus_Jorgensenbacteria,Bacteria Candidatus_Kaiserbacteria,Bacteria Candidatus_Kerfeldbacteria,Bacteria Candidatus_Komeilibacteria,Bacteria Candidatus_Kuenenbacteria,Bacteria Candidatus_Latescibacteria,Bacteria Candidatus_Levybacteria,Bacteria Candidatus_Liptonbacteria,Bacteria Candidatus_Lloydbacteria,Bacteria Candidatus_Magasanikbacteria,Bacteria Candidatus_Marinimicrobia,Bacteria Candidatus_Melainabacteria,Bacteria Candidatus_Microgenomates,Bacteria Candidatus_Moranbacteria,Bacteria Candidatus_Nealsonbacteria,Bacteria Candidatus_Nomurabacteria,Bacteria Candidatus_Omnitrophica,Bacteria Candidatus_Pacebacteria,Bacteria Candidatus_Parcubacteria,Bacteria Candidatus_Peregrinibacteria,Bacteria Candidatus_Portnoybacteria,Bacteria Candidatus_Raymondbacteria,Bacteria Candidatus_Roizmanbacteria,Bacteria Candidatus_Saccharibacteria,Bacteria Candidatus_Shapirobacteria,Bacteria Candidatus_Spechtbacteria,Bacteria Candidatus_Staskawiczbacteria,Bacteria Candidatus_Terrybacteria,Bacteria Candidatus_Uhrbacteria,Bacteria Candidatus_Veblenbacteria,Bacteria Candidatus_Vogelbacteria,Bacteria Candidatus_Wildermuthbacteria,Bacteria Candidatus_Woesebacteria,Bacteria Candidatus_Wolfebacteria,Bacteria Candidatus_Woykebacteria,Bacteria Candidatus_Yanofskybacteria,Bacteria Candidatus_Yonathbacteria,Bacteria Candidatus_Zambryskibacteria,Bacteria Chlamydiae,Bacteria Chlorobi,Bacteria Chloroflexi,Bacteria Chrysiogenetes,Bacteria Cyanobacteria,Bacteria Deferribacteres,Bacteria Deinococcus-Thermus,Bacteria Dictyoglomi,Bacteria Elusimicrobia,Bacteria Fibrobacteres,Bacteria Firmicutes,Bacteria Fusobacteria,Bacteria Gemmatimonadetes,Bacteria Ignavibacteriae,Bacteria Kiritimatiellaeota,Bacteria Lentisphaerae,Bacteria Nitrospinae,Bacteria Nitrospirae,Bacteria Planctomycetes,Bacteria Proteobacteria,Bacteria Rhodothermaeota,Bacteria Spirochaetes,Bacteria Synergistetes,Bacteria Tenericutes,Bacteria Thermodesulfobacteria,Bacteria Thermotogae,Bacteria Verrucomicrobia,Bacteria candidate_division_CPR1,Bacteria candidate_division_CPR3,Bacteria candidate_division_NC10,Bacteria candidate_division_WWE3,Eukaryota Annelida,Eukaryota Apicomplexa,Eukaryota Arthropoda,Eukaryota Ascomycota,Eukaryota Bacillariophyta,Eukaryota Basidiomycota,Eukaryota Blastocladiomycota,Eukaryota Chlorophyta,Eukaryota Chordata,Eukaryota Chromerida,Eukaryota Chytridiomycota,Eukaryota Cnidaria,Eukaryota Cryptomycota,Eukaryota Entoprocta,Eukaryota Euglenida,Eukaryota Eustigmatophyceae,Eukaryota Gastrotricha,Eukaryota Haplosporidia,Eukaryota Microsporidia,Eukaryota Mollusca,Eukaryota Mucoromycota,Eukaryota Nematoda,Eukaryota Phaeophyceae,Eukaryota Picozoa,Eukaryota Platyhelminthes,Eukaryota Porifera,Eukaryota Rotifera,Eukaryota Streptophyta,Eukaryota Tardigrada,Eukaryota Xenacoelomorpha,Eukaryota Zoopagomycota,Archaea Parvarchaeota,Bacteria AC1,Bacteria BRC1,Bacteria Caldithrix,Bacteria EM3,Bacteria FBP,Bacteria FCPU426,Bacteria GAL15,Bacteria GN02,Bacteria GN04,Bacteria H-178,Bacteria Hyd24-12,Bacteria KSB3,Bacteria Kazan-3B-28,Bacteria LCP-89,Bacteria LD1,Bacteria MVP-21,Bacteria MVS-104,Bacteria NC10,Bacteria NKB19,Bacteria OC31,Bacteria OD1,Bacteria OP1,Bacteria OP11,Bacteria OP3,Bacteria OP8,Bacteria OP9,Bacteria OctSpA1-106,Bacteria SAR406,Bacteria SBR1093,Bacteria SC4,Bacteria SR1,Bacteria TA06,Bacteria TM6,Bacteria TM7,Bacteria TPD-58,Bacteria Thermi,Bacteria WPS-2,Bacteria WS1,Bacteria WS2,Bacteria WS3,Bacteria WS4,Bacteria WS5,Bacteria WS6,Bacteria WWE1,Bacteria ZB3
MGYA00216648,ERR1713386,Senegal,4.1,0.0,0.0,0.0,0.0,2,462,0.0,2.0,71,2425,0,2,2317,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,419,0,26,1,1.0,0,10,7,13124,608,5,2.0,19.0,5,0.0,0,30,189249,0.0,37,333,206,6.0,3,174,0.0,0.0,0.0,0.0,1.0,3.0,3256.0,49.0,0.0,5.0,0.0,73.0,7.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,366.0,0.0,0.0,1.0,0.0,8.0,153.0,0.0,1.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216649,ERR1726003,Slovakia,4.1,0.0,0.0,0.0,0.0,1,31,0.0,0.0,29,584,0,6,3619,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,38,0,42,0,5.0,0,0,28,5896,671,10,9.0,24.0,1,0.0,1,3,10546,1.0,12,119,56,0.0,0,151,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,0.0,0.0,0.0,6.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216650,ERR1726004,Slovenia,4.1,0.0,0.0,0.0,0.0,0,127,0.0,0.0,6,282,0,0,589,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,153,0,0,0,1.0,0,0,3,5069,203,7,1.0,29.0,8,0.0,0,9,2348,0.0,27,109,61,0.0,453,113,0.0,0.0,0.0,0.0,0.0,0.0,3.0,120.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216651,ERR2592255,Finland,4.1,0.0,0.0,0.0,0.0,0,50,0.0,0.0,37,1025,0,4,3741,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,96,0,6,0,3.0,0,2,3,14005,3825,18,9.0,21.0,7,0.0,2,16,14180,0.0,18,98,179,0.0,0,203,0.0,0.0,0.0,1.0,0.0,0.0,1.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216652,ERR1725989,Moldova,4.1,0.0,0.0,0.0,0.0,0,48,0.0,0.0,8,382,0,0,1884,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,15,0,2,0,0.0,0,0,4,5532,2045,1,0.0,14.0,0,0.0,3,3,30504,0.0,6,19,146,0.0,0,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,9.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216653,ERR1725962,Switzerland,4.1,0.0,0.0,0.0,0.0,0,21,0.0,0.0,27,430,0,0,1437,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,6.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8,12,52,0,1,0,0.0,0,1,0,3430,586,8,33.0,2.0,2,0.0,3,10,7132,0.0,3,36,49,0.0,0,117,0.0,0.0,0.0,0.0,0.0,1.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216654,ERR1713368,Kazakhstan,4.1,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0,13,0,0,309,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0,0,3,271,94,1,0.0,4.0,0,0.0,0,0,978,0.0,0,2,3,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216655,ERR1726015,USA,4.1,0.0,0.0,0.0,0.0,0,66,0.0,0.0,6,564,0,0,708,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,29,0,0,1,0.0,0,0,3,6654,969,15,7.0,11.0,4,0.0,0,12,6684,0.0,3,189,41,0.0,0,154,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216656,ERR1713410,Zambia,4.1,0.0,0.0,0.0,0.0,0,471,0.0,0.0,275,1293,0,13,3011,0.0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2,130,0,21,0,2.0,0,4,19,19406,1135,14,1.0,51.0,7,0.0,1,32,15304,0.0,66,279,211,0.0,0,375,0.0,0.0,0.0,0.0,1.0,2.0,130.0,818.0,0.0,8.0,1.0,9.0,7.0,0.0,1.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,446.0,0.0,0.0,0.0,0.0,24.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216657,ERR1713354,Spain,4.1,0.0,0.0,0.0,0.0,1,82,0.0,0.0,27,538,0,4,2463,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5,0,22,0,6,1,3.0,0,0,7,8423,7632,3,8.0,10.0,1,0.0,7,14,13431,0.0,12,89,67,0.0,0,161,0.0,0.0,0.0,0.0,0.0,0.0,7.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,0.0,0.0,0.0,0.0,5.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216658,ERR1726035,Zambia,4.1,0.0,0.0,0.0,0.0,0,142,0.0,0.0,217,780,0,4,2319,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,7.0,12.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,8,2,97,0,44,0,0.0,0,5,6,9688,1960,6,3.0,27.0,18,0.0,5,27,14029,0.0,37,183,187,0.0,1,262,0.0,0.0,0.0,0.0,3.0,0.0,1.0,44.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,103.0,0.0,0.0,70.0,0.0,3.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216659,ERR2592333,Ecuador,4.1,0.0,0.0,0.0,0.0,0,183,0.0,1.0,23,682,0,0,961,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,29,0,13,0,0.0,0,8,25,4274,122,1,4.0,35.0,4,0.0,0,33,3353,0.0,50,132,56,0.0,0,534,0.0,0.0,0.0,0.0,1.0,15.0,130.0,40.0,0.0,6.0,0.0,844.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,44.0,0.0,0.0,3.0,0.0,9.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216660,ERR1725944,Australia,4.1,0.0,0.0,0.0,0.0,1,108,0.0,0.0,30,1282,0,3,1334,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12,2,46,0,5,0,0.0,0,0,2,17417,3112,59,7.0,5.0,1,0.0,2,15,16809,0.0,2,148,164,0.0,0,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,2.0,0.0,1.0,3.0,0.0,2.0,0.0,22.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,88.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216661,ERR2592260,Iceland,4.1,0.0,0.0,0.0,0.0,1,12,0.0,0.0,48,303,2,3,9012,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,65,0,6,0,15.0,0,0,1,3703,425,2,11.0,6.0,1,0.0,11,2,37807,0.0,14,11,18,0.0,0,95,0.0,0.0,0.0,0.0,3.0,1.0,6.0,33.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216662,ERR1713347,Czech Republic,4.1,0.0,0.0,0.0,0.0,0,117,0.0,0.0,69,1669,0,13,8547,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,25.0,0.0,4.0,0.0,12.0,0.0,2.0,0.0,0.0,7.0,48.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,1,172,0,12,0,4.0,3,3,3,10960,26326,8,42.0,16.0,2,0.0,22,68,35251,0.0,12,173,110,0.0,12,238,0.0,0.0,0.0,0.0,2.0,2.0,12.0,1379.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
