sample,OTU1,OTU2,OTU3,OTU4,OTU5,OTU6,OTU7,OTU8,OTU9,OTU10,OTU11,OTU12,OTU13,OTU14,OTU15,OTU16,OTU17,OTU18,OTU19,OTU20,OTU21,OTU22,OTU23,OTU24,OTU25,OTU26,OTU27,OTU28,OTU29,OTU30,OTU31,OTU32,OTU33,OTU34,OTU35,OTU36,OTU37,OTU38,OTU39,OTU40,OTU41,OTU42,OTU43,OTU44,OTU45,OTU46,OTU47,OTU48,OTU49,OTU50,OTU51,OTU52,OTU53,OTU54,OTU55,OTU56,OTU57,OTU58,OTU59,OTU60,OTU61,OTU62,OTU63,OTU64,OTU65,OTU66,OTU67,OTU68,OTU69,OTU70,OTU71,OTU72,OTU73,OTU74,OTU75,OTU76,OTU77,OTU78,OTU79,OTU80,OTU81,OTU82,OTU83,OTU84,OTU85,OTU86,OTU87,OTU88,OTU89,OTU90,OTU91,OTU92,OTU93,OTU94,OTU95,OTU96
ERR2985268,0,2,1,1,47,382,0,1,833,0,1,0,19,2,56,0,80,0,8,3,443,49,9,26,2,6,0,9,27,2908,0,62,8,10,0,0,101,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2985269,0,3,0,0,31,164,0,2,524,0,0,0,49,0,37,0,21,0,1,3,413,41,8,10,3,3,0,18,27,1789,0,59,5,10,0,0,43,39,3,2,6,1,0,0,0,0,7,2,0,0,1,0,17,0,0,0,3,0,2,0,0,0,3,3,0,6,0,0,0,0,1,0,0,3,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2985270,0,8,0,0,8,131,0,0,471,0,0,1,28,0,79,0,15,0,3,1,196,52,1,5,2,4,0,9,24,16432,0,45,3,2,0,2,55,2,1,0,3,0,4,0,0,0,2,1,0,5,0,0,8,0,0,0,2,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2985271,0,7,0,0,16,242,0,0,524,0,0,0,46,0,16,0,4,0,3,9,608,104,3,6,2,8,0,1,5,2996,0,32,4,5,0,0,72,0,0,1,3,0,2,0,0,0,9,1,0,0,0,0,14,0,0,0,5,0,0,0,0,0,17,0,0,7,1,0,0,0,0,0,0,35,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2985272,0,8,0,0,14,179,0,0,1700,0,0,0,17,0,48,0,25,0,3,6,1682,82,1,7,0,5,0,25,3,10840,0,11,14,18,0,0,57,0,2,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,44,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2985273,0,6,0,0,8,170,0,0,1592,0,0,0,13,0,37,0,16,0,3,5,1556,65,1,2,0,4,0,22,2,10125,0,11,16,19,0,0,41,0,0,2,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,45,0,0,0,0,0,0,0,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2985274,0,11,0,0,69,741,0,1,980,0,0,1,52,0,255,0,41,0,0,1,250,14,31,13,2,4,0,114,97,8317,0,78,2,10,0,0,143,1,1,3,9,1,5,1,0,0,34,1,0,29,1,0,14,0,0,0,13,0,0,0,0,0,2,2,1,116,0,0,1,0,2,2,0,120,11,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2985275,0,31,0,0,4,722,0,2,923,0,0,1,28,0,19,0,28,0,2,8,378,35,47,5,5,11,0,6,6,6189,0,174,12,33,0,0,115,0,2,5,6,0,1,0,0,0,0,0,0,2,0,0,16,0,0,0,27,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2985276,0,3,0,0,23,600,0,3,554,0,0,0,102,0,42,0,41,0,2,1,313,25,11,12,3,3,0,27,33,4699,0,49,3,5,0,0,74,5,0,1,2,2,1,0,0,0,15,4,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2985277,0,3,0,0,32,199,0,2,579,0,0,0,51,0,42,0,23,0,2,3,457,50,7,10,1,2,2,18,32,1935,0,67,3,10,0,0,58,50,1,1,7,1,0,0,0,0,6,0,0,0,0,0,17,0,0,0,2,0,0,0,0,0,0,2,0,9,1,0,0,0,0,0,0,4,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2985278,0,36,0,0,5,781,0,0,1000,0,0,0,33,0,17,0,26,0,2,8,399,38,49,4,5,11,0,8,14,6612,0,196,15,39,0,0,136,0,3,2,8,3,1,0,0,1,0,5,0,0,0,0,25,0,0,0,30,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR276848,377,17268,0,0,236,7259,0,6,15059,0,34,0,0,73,5326,0,79,46,173,29,78262,1,34,0,0,1072,0,55,258,5076,0,4274,19855,825,0,1451,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,21,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1823510,4,642,0,0,70,537,0,56,1622,0,20,0,0,9,1097,0,286,0,27,4,3371,4,14,0,0,12,0,12,15,1415,0,395,284,32,0,179,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1823511,0,944,0,0,62,1313,0,19,2290,0,46,0,1,28,823,0,263,0,1,10,1398,10,16,0,0,59,0,27,81,1756,0,373,818,32,0,164,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1823512,19,736,0,0,35,116,0,13,1954,0,54,0,3,29,1445,0,227,0,3,7,3448,17,6,0,0,67,0,4,34,1301,0,697,601,27,0,679,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1857181,0,3,0,0,0,17,0,0,466,0,0,0,0,0,0,0,7,0,0,0,414,0,0,0,0,2,0,0,2,105,0,0,2,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1857182,0,2,0,0,0,31,0,0,431,0,0,0,0,0,0,0,50,0,0,0,304,0,0,0,0,0,0,0,0,75,0,5,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1857183,0,1,0,0,0,31,0,1,409,0,0,0,0,0,1,0,6,0,0,0,317,0,0,0,0,0,0,0,0,88,0,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1857184,0,0,0,0,0,38,0,0,378,0,0,0,0,0,1,0,12,0,0,5,480,0,0,0,0,3,0,0,0,169,0,7,0,27,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1857185,0,2,0,0,0,25,0,0,165,0,0,0,0,0,0,0,13,0,0,0,221,0,1,0,0,2,0,0,0,58,0,3,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1857186,0,0,0,0,0,18,0,0,165,0,0,0,0,0,0,0,4,0,1,0,198,0,0,0,0,1,0,0,0,46,0,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1857187,0,13,0,0,5,132,0,1,1622,0,0,0,0,1,2,0,47,0,0,5,1450,0,1,0,0,4,0,0,4,569,0,33,3,49,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1857188,0,8,0,0,0,90,0,0,1568,0,0,0,1,0,0,0,30,0,0,4,1361,2,0,0,0,6,0,0,0,550,0,37,6,47,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1857189,0,6,0,0,1,82,0,0,1406,0,0,0,0,0,0,0,44,0,0,3,1089,0,0,0,0,5,0,1,2,584,0,33,0,33,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1857190,0,11,0,0,0,3,0,1,28,0,0,0,0,0,4,0,4,0,0,1,25,0,0,0,0,0,0,0,3,10,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1857191,0,9,0,0,0,9,0,1,47,0,0,0,0,1,8,0,4,0,0,4,98,0,0,0,0,5,0,0,0,34,0,11,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1857192,0,13,0,0,0,2,0,0,55,0,0,0,0,0,13,0,4,0,0,1,40,0,0,0,0,0,0,0,3,34,0,6,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1857193,0,10,0,0,1,2,0,0,76,0,0,0,0,0,17,0,8,0,0,1,49,0,0,0,0,1,0,0,4,27,0,29,4,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1857194,0,31,0,0,0,3,0,0,46,0,0,0,0,0,10,0,5,0,0,5,61,0,0,0,0,3,0,0,6,36,0,23,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1857195,0,26,0,0,2,12,0,0,81,0,0,0,0,0,10,0,3,0,0,0,121,0,0,0,0,1,0,0,1,66,0,24,6,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1857196,0,23,0,0,1,4,0,2,108,0,0,0,0,1,10,0,4,0,0,1,126,0,0,0,0,2,0,0,5,61,0,32,10,10,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1857197,0,45,0,0,4,9,0,0,155,0,0,0,0,0,21,0,6,0,0,4,240,0,2,0,0,0,0,2,4,60,0,36,14,10,0,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1857198,0,40,0,0,10,33,0,3,160,0,0,0,0,0,23,0,24,0,1,4,148,0,4,0,0,1,0,0,9,109,0,65,6,2,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1857199,0,12,0,0,0,6,0,0,106,0,0,0,0,1,7,0,8,0,0,2,140,0,0,0,0,20,0,0,3,47,0,70,8,10,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1857200,0,16,0,0,1,3,0,0,47,0,0,0,0,0,4,0,3,0,0,1,79,0,0,0,0,14,0,0,2,27,0,25,8,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1857201,0,5,0,0,1,2,0,0,68,0,0,0,0,0,2,0,2,0,0,0,66,0,0,0,0,6,0,0,0,41,0,39,2,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1857202,1,5,0,0,3,4,0,1,85,0,0,0,0,0,3,1,1,0,1,2,71,0,0,0,0,21,0,0,0,19,0,71,3,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1857203,0,8,0,0,0,3,0,0,94,0,0,0,0,0,1,0,2,0,0,0,80,1,0,0,0,11,0,0,0,16,0,53,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1857204,0,4,0,0,0,3,0,1,56,0,0,0,0,0,0,0,4,0,0,0,81,1,0,0,0,21,0,0,1,12,0,67,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1857205,0,22,0,0,0,47,0,2,278,0,0,0,0,1,9,0,9,0,0,4,284,0,0,0,0,14,0,1,3,139,0,210,9,18,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1857206,0,16,0,0,0,55,0,1,143,0,0,0,0,0,4,0,9,0,0,1,170,0,0,0,0,10,0,0,0,101,0,103,3,7,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1857207,0,15,0,0,3,11,0,0,176,0,0,0,0,0,4,0,11,0,0,5,187,1,0,0,0,12,0,0,6,65,0,102,11,10,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1857208,0,0,0,0,3,4,0,1,48,0,0,0,0,0,7,0,187,0,0,0,11,0,0,0,0,0,0,0,2,49,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1857209,0,0,0,0,7,11,0,1,50,0,0,0,0,0,8,0,174,0,0,0,25,0,0,0,0,0,0,0,5,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1857210,0,0,0,0,2,14,0,0,65,0,0,0,0,0,4,0,220,0,0,0,21,0,0,0,0,0,0,0,8,103,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1857211,0,2,0,0,6,40,0,4,161,0,0,0,0,0,13,0,572,0,0,0,125,0,2,0,0,6,0,0,15,224,0,15,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1857212,0,2,0,0,4,37,0,0,161,0,0,0,0,0,12,0,671,0,0,0,107,0,2,0,0,3,0,0,10,216,0,6,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1857213,0,0,0,0,4,36,0,4,172,0,0,0,0,0,10,0,516,0,0,0,123,0,0,0,0,10,0,0,11,207,0,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1857214,0,0,0,0,9,36,0,1,79,0,0,0,0,0,10,0,338,0,0,0,35,2,2,0,0,0,0,1,6,211,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1857215,0,0,0,0,5,35,0,1,85,0,0,0,0,0,18,0,380,0,1,0,77,1,6,0,0,0,0,2,12,231,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1857216,0,1,0,0,1,30,0,0,67,0,0,0,0,0,4,0,252,0,0,0,119,2,2,0,0,0,0,0,3,191,0,5,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRR066655,0,1809,0,0,170,590,0,19,833,0,0,0,0,1,51,1,62,6,2,1,168232,0,89,0,0,0,0,110,0,5437,0,2,9352,79,0,1378,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DRR066667,0,3090121,0,0,17,40,0,1,46,0,0,0,0,0,17,0,1,0,0,0,9814,1,15,0,0,0,0,27,0,9310,0,0,5685,13,0,572,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRR066657,0,2821,0,0,133,458,0,23,1070,0,6,0,0,2,18,0,47,4,1,0,104811,0,43,0,0,0,0,170,1,10889,0,13,7609,16,0,290,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRR066668,0,1324447,0,0,39,17,0,0,8,0,0,0,0,0,0,0,0,0,0,0,12545,1,13,0,0,0,0,55,1,2409,0,0,4834,1,0,384,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRR066659,0,2902,0,0,140,75,0,17,2000,0,0,0,0,0,29,2,34,2,1,0,29433,0,31,0,0,0,0,123,0,379,0,3,2161,3,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRR066660,0,14942,0,0,116,72,0,56,6895,0,0,0,0,0,245,0,39,0,1,0,17865,0,20,0,0,0,0,42,20,464,0,21,1510,2,0,278,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2041951,0,7,0,0,0,441,0,0,2109,0,1,0,0,1,1,0,14,2,4,0,2881,37,0,0,0,12,0,0,1,24352,0,8,9,22,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1101751,0,1,0,0,8,316,0,0,417,0,0,0,4,0,22,0,8,0,1,0,42,1,6,0,0,0,0,15,26,1017,0,2,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1233629,0,0,0,0,30,238,0,2,2244,0,0,0,6,101,190,0,5,0,0,0,3,0,77,0,0,0,0,2,18,18184,0,2,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455818,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455794,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455798,0,3,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,34,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455802,0,1,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERZ3455814,0,4,0,0,3,3,0,0,16,0,1,0,0,0,3,0,0,1,2,0,22,0,0,0,4,0,0,0,0,43,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
ERZ3455822,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455826,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
